Date,Open,High,Low,Close,Volume,Change_%,Trend,Range,Range_%,Gap,Gap_%,RSI_14,MACD,MACD_Signal,MACD_Hist,ROC_10,ATR_14,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_%B,Volatility_20,OBV,Volume_MA20,Volume_Ratio,VWAP_Cumulative,Lag_1,Lag_2,Lag_3,Lag_5,Return_1,Return_3,Return_5,Rolling_High_10,Rolling_Low_10,Rolling_High_20,Rolling_Low_20,Pct_From_High_20,Pct_From_Low_20
07-01-2019,10804.84961,10835.9502,10750.15039,10771.7998,269400,0.4144,Positive,85.8,0.8,77.5,0.72,51.0449,18.9973,33.6806,-14.6833,-1.6427,129.4,10769.77,11007.96,10531.59,0.0442,0.5043,14.7206,15938100,316620,0.8509,8561.77,10727.35,10672.25,10792.5,10859.9,0.4144,-0.1918,-0.8112,10963.65,10534.55,10985.15,10333.85,-1.9422,4.238
04-01-2019,10699.7002,10741.0498,10628.65039,10727.34961,296600,0.5163,Positive,112.4,1.06,27.45,0.26,48.8363,20.587,37.3514,-16.7644,-2.1879,131.0,10761.24,11010.49,10511.99,0.0463,0.432,15.9458,15668700,319075,0.9296,8559.6,10672.25,10792.5,10862.55,10779.8,0.5163,-1.2446,-0.4866,10963.65,10534.55,10985.15,10333.85,-2.3468,3.8079
03-01-2019,10796.7998,10814.0498,10661.25,10672.25,286200,-1.1142,Negative,152.8,1.43,4.3,0.04,46.0339,26.8423,41.5425,-14.7002,-2.1675,132.44,10764.02,11012.94,10515.1,0.0463,0.3157,16.0371,15372100,319860,0.8948,8557.3,10792.5,10862.55,10859.9,10729.85,-1.1142,-1.7279,-0.5368,10985.15,10534.55,10985.15,10333.85,-2.8484,3.2747
02-01-2019,10868.84961,10895.34961,10735.0498,10792.5,309700,-0.6449,Negative,160.3,1.49,6.3,0.06,51.7817,40.0461,45.2175,-5.1714,-0.8803,130.87,10773.88,11023.1,10524.66,0.0463,0.5374,15.5731,15658300,321655,0.9628,8555.05,10862.55,10859.9,10779.8,10663.5,-0.6449,0.1178,1.2097,10985.15,10534.55,10985.15,10333.85,-1.7537,4.4383
31-12-2018,10913.2002,10923.5498,10853.2002,10862.5498,180900,0.0244,Positive,70.35,0.65,53.3,0.49,55.5323,44.0728,46.5104,-2.4376,0.5284,128.6,10778.44,11032.16,10524.72,0.0471,0.6658,15.4105,15968000,326655,0.5538,8552.52,10859.9,10779.8,10729.85,10754.0,0.0244,1.2367,1.0094,10985.15,10534.55,10985.15,10333.85,-1.1161,5.1162
28-12-2018,10820.9502,10893.59961,10817.15039,10859.90039,245500,0.7431,Positive,76.45,0.71,41.15,0.38,55.4189,41.4389,47.1198,-5.6809,0.6334,133.09,10779.15,11033.89,10524.42,0.0473,0.6585,15.4225,15787100,340305,0.7214,8550.99,10779.8,10729.85,10663.5,10951.7,0.7431,1.8418,-0.8382,10985.15,10534.55,10985.15,10333.85,-1.1402,5.0906
27-12-2018,10817.90039,10834.2002,10764.4502,10779.7998,456100,0.4655,Positive,69.75,0.65,88.05,0.82,51.9809,37.7442,48.54,-10.7958,0.393,134.57,10779.09,11033.75,10524.43,0.0473,0.5014,15.7997,15541600,362595,1.2579,8548.93,10729.85,10663.5,10754.0,10967.3,0.4655,0.2399,-1.7096,10985.15,10534.55,10985.15,10333.85,-1.8693,4.3154
26-12-2018,10635.4502,10747.5,10534.5498,10729.84961,263700,0.6222,Positive,212.95,2.02,-28.05,-0.26,49.7363,40.635,51.2389,-10.6039,1.7129,136.89,10776.55,11032.14,10520.95,0.0474,0.4087,15.7787,15085500,361015,0.7304,8545.19,10663.5,10754.0,10951.7,10908.7,0.6222,-2.0257,-1.6395,10985.15,10534.55,10985.15,10333.85,-2.3241,3.8321
24-12-2018,10780.90039,10782.2998,10649.25,10663.5,223400,-0.8415,Negative,133.05,1.25,26.9,0.25,46.6611,48.8196,53.8899,-5.0703,1.669,131.04,10774.33,11032.26,10516.4,0.0479,0.2852,15.7385,14821800,347830,0.6423,8543.15,10754.0,10951.7,10967.3,10888.35,-0.8415,-2.7701,-2.065,10985.15,10333.85,10985.15,10333.85,-2.928,3.19
21-12-2018,10944.25,10963.65039,10738.65039,10754.0,377500,-1.8052,Negative,225.0,2.1,-7.45,-0.07,50.5806,65.3115,55.1575,10.154,0.5639,130.89,10772.59,11033.94,10511.23,0.0485,0.4644,15.7344,15045200,336660,1.1213,8541.39,10951.7,10967.3,10908.7,10805.45,-1.8052,-1.4181,-0.4762,10985.15,10333.85,10985.15,10333.85,-2.1042,4.0658
20-12-2018,10885.2002,10962.5498,10880.0498,10951.7002,318900,-0.1422,Negative,82.5,0.76,-82.1,-0.75,60.9693,76.1967,52.619,23.5777,3.3067,123.65,10761.23,11043.73,10478.72,0.0525,0.8371,14.3494,15422700,329760,0.9671,8538.24,10967.3,10908.7,10888.35,10791.55,-0.1422,0.5818,1.484,10985.15,10333.85,10985.15,10333.85,-0.3045,5.9789
19-12-2018,10930.5498,10985.15039,10928.0,10967.2998,312100,0.5372,Positive,57.15,0.52,21.85,0.2,61.9008,68.8524,46.7245,22.1279,1.7101,126.45,10743.64,11020.25,10467.04,0.0515,0.9043,14.5228,15741600,328860,0.949,8535.45,10908.7,10888.35,10805.45,10737.6,0.5372,1.4979,2.1392,10985.15,10333.85,10985.15,10333.85,-0.1625,6.1299
18-12-2018,10850.90039,10915.40039,10819.09961,10908.7002,286100,0.1869,Positive,96.3,0.89,-37.45,-0.34,59.7561,56.8886,41.1926,15.696,0.3606,130.3,10728.09,10987.06,10469.11,0.0483,0.8487,14.9897,15429500,328015,0.8722,8532.67,10888.35,10805.45,10791.55,10549.15,0.1869,1.0856,3.4083,10915.4,10333.85,10941.2,10333.85,-0.297,5.5628
17-12-2018,10853.2002,10900.34961,10844.84961,10888.34961,296900,0.7672,Positive,55.5,0.51,47.75,0.44,59.012,46.7574,37.2686,9.4888,0.0423,132.91,10720.82,10966.96,10474.69,0.0459,0.8403,15.1857,15143400,327315,0.9071,8530.21,10805.45,10791.55,10737.6,10488.45,0.7672,1.4039,3.8128,10900.35,10333.85,10941.2,10333.85,-0.483,5.3659
14-12-2018,10784.5,10815.75,10752.09961,10805.4502,340100,0.1288,Positive,63.65,0.59,-7.05,-0.07,55.9298,35.2183,34.8964,0.3219,-0.6555,135.84,10710.52,10944.7,10476.33,0.0437,0.7027,15.1076,14846500,329610,1.0318,8527.65,10791.55,10737.6,10549.15,10693.7,0.1288,2.4296,1.045,10941.2,10333.85,10941.2,10333.85,-1.2407,4.5636
13-12-2018,10810.75,10838.59961,10749.5,10791.5498,376200,0.5024,Positive,89.1,0.83,73.15,0.68,55.4077,28.4186,34.8159,-6.3973,-0.6184,141.39,10701.08,10934.41,10467.74,0.0436,0.6939,15.1431,14506400,312605,1.2034,8524.81,10737.6,10549.15,10488.45,10601.15,0.5024,2.8898,1.796,10941.2,10333.85,10941.2,10333.85,-1.3678,4.4291
12-12-2018,10591.0,10752.2002,10560.7998,10737.59961,360500,1.7864,Positive,191.4,1.81,41.85,0.4,53.4189,20.7417,36.4152,-15.6735,0.0816,144.49,10690.32,10925.81,10454.82,0.0441,0.6004,15.077,14130200,313020,1.1517,8521.67,10549.15,10488.45,10693.7,10782.9,1.7864,0.4105,-0.4201,10941.2,10333.85,10941.2,10333.85,-1.8609,3.9071
11-12-2018,10350.0498,10567.15039,10333.84961,10549.15039,425500,0.5787,Positive,233.3,2.26,-138.4,-1.32,45.5408,16.1346,40.3335,-24.1989,-1.2769,139.99,10682.56,10921.51,10443.61,0.0447,0.2208,14.1031,13769700,307725,1.3827,8518.79,10488.45,10693.7,10601.15,10869.5,0.5787,-0.4905,-2.9472,10941.2,10333.85,10941.2,10333.85,-3.5832,2.0834
10-12-2018,10508.7002,10558.84961,10474.9502,10488.4502,381300,-1.9194,Negative,83.9,0.8,-185.0,-1.73,42.6392,29.2071,46.3833,-17.1762,-1.3186,132.81,10679.21,10927.24,10431.18,0.0465,0.1155,14.3831,13344200,299435,1.2734,8515.71,10693.7,10601.15,10782.9,10883.75,-1.9194,-2.7307,-3.632,10941.2,10474.95,10941.2,10440.55,-4.138,0.4588
07-12-2018,10644.7998,10704.5498,10599.34961,10693.7002,325800,0.873,Positive,105.2,0.99,43.65,0.41,51.2055,51.648,50.6773,0.9707,1.586,126.2,10684.05,10920.51,10447.59,0.0443,0.5204,12.5416,13725500,295200,1.1037,8512.9,10601.15,10782.9,10869.5,10876.75,0.873,-1.6174,-1.6829,10941.2,10489.75,10941.2,10440.55,-2.2621,2.4247
06-12-2018,10718.15039,10722.65039,10588.25,10601.15039,318500,-1.6855,Negative,134.4,1.27,-64.75,-0.6,46.724,58.6412,50.4347,8.2065,0.0104,127.82,10679.29,10918.6,10439.97,0.0448,0.3368,12.3718,13399700,280470,1.1356,8510.3,10782.9,10869.5,10883.75,10858.7,-1.6855,-2.5965,-2.3718,10941.2,10489.75,10941.2,10440.55,-3.108,1.5382
05-12-2018,10820.4502,10821.0498,10747.9502,10782.90039,312300,-0.7967,Negative,73.1,0.68,-49.05,-0.45,56.1236,76.1374,48.383,27.7544,1.189,122.68,10675.73,10921.61,10429.84,0.0461,0.7179,10.5433,13718200,264545,1.1805,8507.78,10869.5,10883.75,10876.75,10728.85,-0.7967,-0.8628,0.5038,10941.2,10489.75,10941.2,10440.55,-1.4468,3.279
04-12-2018,10877.09961,10890.9502,10833.34961,10869.5,322100,-0.1309,Negative,57.6,0.53,-6.65,-0.06,61.6072,78.856,41.4444,37.4116,0.9857,122.76,10662.78,10911.97,10413.59,0.0467,0.9148,10.0899,14030500,264025,1.22,8505.14,10883.75,10876.75,10858.7,10685.6,-0.1309,0.0995,1.721,10941.2,10489.75,10941.2,10440.55,-0.6553,4.1085
03-12-2018,10930.7002,10941.2002,10845.34961,10883.75,409700,0.0644,Positive,95.85,0.88,53.95,0.5,62.5408,72.3615,32.0916,40.2699,1.8868,127.78,10646.96,10881.39,10412.53,0.044,1.005,11.338,14352600,268980,1.5232,8502.32,10876.75,10858.7,10728.85,10628.6,0.0644,1.4438,2.4006,10941.2,10489.75,10941.2,10440.55,-0.5251,4.245
30-11-2018,10892.09961,10922.4502,10835.09961,10876.75,453900,0.1662,Positive,87.35,0.81,33.4,0.31,62.2801,61.5688,22.0241,39.5447,2.4494,130.23,10621.79,10857.2,10386.39,0.0443,1.0415,11.3713,13942900,265920,1.7069,8498.68,10858.7,10728.85,10685.6,10526.75,0.1662,1.7889,3.3249,10922.45,10489.75,10922.45,10341.9,-0.4184,5.1717
29-11-2018,10808.7002,10883.0498,10782.34961,10858.7002,691300,1.2103,Positive,100.7,0.93,79.85,0.74,61.6407,47.6105,12.1379,35.4726,2.6701,133.53,10597.29,10823.28,10371.29,0.0427,1.0784,12.6999,13489000,261975,2.6388,8494.65,10728.85,10685.6,10628.6,10600.05,1.2103,2.1649,2.4401,10883.05,10489.75,10883.05,10105.1,-0.2237,7.4576
28-11-2018,10708.75,10757.7998,10699.84961,10728.84961,424500,0.4048,Positive,57.95,0.54,23.15,0.22,56.7429,30.9399,3.2697,27.6702,1.3829,131.94,10564.27,10818.97,10309.57,0.0482,0.8231,12.5662,12797700,241900,1.7549,8488.58,10685.6,10628.6,10526.75,10656.2,0.4048,1.9199,0.6818,10774.7,10489.75,10774.7,10105.1,-0.4255,6.1726
27-11-2018,10621.4502,10695.15039,10596.34961,10685.59961,0,0.5363,Positive,98.8,0.93,-7.15,-0.07,54.9644,22.4333,-3.6478,26.0811,1.9404,136.54,10540.37,10817.52,10263.22,0.0526,0.762,14.3475,12373200,238895,0.0,8485.02,10628.6,10526.75,10600.05,10763.4,0.5363,0.8071,-0.7228,10774.7,10440.55,10774.7,10020.35,-0.8269,6.639
26-11-2018,10568.2998,10637.7998,10489.75,10628.59961,0,0.9675,Positive,148.05,1.41,41.55,0.39,52.5784,15.6531,-10.1681,25.8212,0.41,139.44,10507.59,10854.57,10160.61,0.066,0.6744,14.9924,12373200,257110,0.0,8485.02,10526.75,10600.05,10656.2,10682.2,0.9675,-0.259,-0.5018,10774.7,10440.55,10774.7,10004.55,-1.356,6.2377
22-11-2018,10612.65039,10646.25,10512.0,10526.75,239500,-0.6915,Negative,134.25,1.28,12.6,0.12,48.008,12.575,-16.6234,29.1984,-0.676,138.78,10482.41,10862.17,10102.64,0.0725,0.5584,15.3382,12373200,257110,0.9315,8485.02,10600.05,10656.2,10763.4,10616.7,-0.6915,-2.1987,-0.8473,10774.7,10440.55,10774.7,10004.55,-2.3012,5.2196
21-11-2018,10670.9502,10671.2998,10562.34961,10600.0498,300900,-0.5269,Negative,108.95,1.03,14.75,0.14,51.3129,18.8336,-23.923,42.7566,0.6652,139.12,10467.31,10862.51,10072.1,0.0755,0.6679,15.1524,12612700,262705,1.1454,8483.16,10656.2,10763.4,10682.2,10576.3,-0.5269,-0.769,0.2246,10774.7,10440.55,10774.7,10004.55,-1.6209,5.9523
20-11-2018,10740.09961,10740.84961,10640.84961,10656.2002,295200,-0.996,Negative,100.0,0.94,-23.3,-0.22,53.955,19.0846,-34.6121,53.6967,1.2562,141.44,10444.64,10858.35,10030.93,0.0792,0.7557,15.5135,12913600,262790,1.1233,8480.75,10763.4,10682.2,10616.7,10582.5,-0.996,0.3721,0.6964,10774.7,10440.55,10774.7,10004.55,-1.0998,6.5135
19-11-2018,10731.25,10774.7002,10688.7998,10763.40039,272100,0.7601,Positive,85.9,0.8,49.05,0.46,59.3747,13.4102,-48.0363,61.4465,1.9937,142.9,10424.1,10834.54,10013.65,0.0787,0.9133,15.1415,13208800,262895,1.035,8478.31,10682.2,10616.7,10576.3,10482.2,0.7601,1.7691,2.6826,10774.7,10440.55,10774.7,10004.55,-0.1049,7.5851
16-11-2018,10644.0,10695.15039,10631.15039,10682.2002,342800,0.617,Positive,64.0,0.6,27.3,0.26,56.2863,-4.9424,-63.398,58.4556,2.9069,146.77,10401.1,10783.51,10018.7,0.0735,0.8675,16.0843,12936700,267165,1.2831,8476.0,10616.7,10576.3,10582.5,10585.2,0.617,0.9421,0.9164,10695.15,10440.55,10695.15,10004.55,-0.1211,6.7734
15-11-2018,10580.59961,10646.5,10557.5,10616.7002,0,0.382,Positive,89.0,0.84,4.3,0.04,53.6468,-20.0274,-78.0119,57.9845,2.2154,152.03,10389.65,10750.82,10028.47,0.0695,0.8143,16.6595,12593900,264265,0.0,8473.17,10576.3,10582.5,10482.2,10598.4,0.382,1.2831,0.1727,10651.6,10341.9,10710.15,10004.55,-0.8725,6.1187
14-11-2018,10634.90039,10651.59961,10532.7002,10576.2998,384500,-0.0586,Negative,118.9,1.13,52.4,0.5,51.9863,-32.321,-92.508,60.187,3.7055,156.88,10388.05,10745.45,10030.64,0.0688,0.7634,16.7824,12593900,277525,1.3855,8473.17,10582.5,10482.2,10585.2,10530.0,-0.0586,-0.0841,0.4397,10651.6,10105.1,10710.15,10004.55,-1.2498,5.7149
13-11-2018,10451.90039,10596.25,10440.5498,10582.5,254600,0.9569,Positive,155.7,1.49,-30.3,-0.29,52.253,-43.4284,-107.5547,64.1263,3.2353,159.8,10384.86,10736.58,10033.14,0.0677,0.781,16.8241,12978400,271275,0.9385,8470.1,10482.2,10585.2,10598.4,10524.0,0.9569,-0.15,0.5559,10645.5,10105.1,10710.15,10004.55,-1.1919,5.7769
12-11-2018,10607.7998,10645.5,10464.0498,10482.2002,259700,-0.9731,Negative,181.45,1.73,22.6,0.21,48.2655,-57.6051,-123.5863,65.9812,4.5085,160.12,10379.36,10721.86,10036.85,0.066,0.6501,18.3837,12723800,275720,0.9419,8468.11,10585.2,10598.4,10530.0,10553.0,-0.9731,-0.4539,-0.6709,10645.5,10020.35,10710.15,10004.55,-2.1284,4.7743
09-11-2018,10614.7002,10619.5498,10544.84961,10585.2002,296600,-0.1245,Negative,74.7,0.71,16.3,0.15,52.4418,-64.6495,-140.0816,75.4321,4.5462,158.47,10366.98,10711.61,10022.35,0.0665,0.8166,19.7762,12983500,286910,1.0338,8466.09,10598.4,10530.0,10524.0,10380.45,-0.1245,0.5815,1.9725,10619.55,10004.55,10710.15,10004.55,-1.1666,5.8039
07-11-2018,10614.4502,10616.4502,10582.2998,10598.40039,31200,0.6496,Positive,34.15,0.32,84.45,0.8,52.9874,-83.1877,-158.9396,75.7519,3.6544,164.92,10360.72,10693.62,10027.83,0.0643,0.857,20.4351,13280100,272080,0.1147,8463.71,10530.0,10524.0,10553.0,10386.6,0.6496,0.4302,2.0392,10616.45,10004.55,10710.15,10004.55,-1.0434,5.9358
06-11-2018,10552.0,10600.25,10491.4502,10530.0,0,0.057,Positive,108.8,1.04,28.0,0.27,50.5099,-106.9831,-177.8776,70.8945,3.7766,170.96,10345.86,10661.06,10030.66,0.0609,0.7921,20.4485,13248900,292045,0.0,8463.46,10524.0,10553.0,10380.45,10198.4,0.057,1.4407,3.2515,10606.95,10004.55,10710.15,10004.55,-1.682,5.2521
05-11-2018,10558.75,10558.7998,10477.0,10524.0,301900,-0.2748,Negative,81.8,0.78,5.75,0.05,50.2965,-128.8343,-195.6012,66.7669,2.7208,175.74,10336.76,10640.47,10033.05,0.0588,0.8083,20.4627,13248900,314855,0.9589,8463.46,10553.0,10380.45,10386.6,10250.85,-0.2748,1.3229,2.6647,10606.95,10004.55,10710.15,10004.55,-1.7381,5.1921
02-11-2018,10462.2998,10606.9502,10457.7002,10553.0,421200,1.6623,Positive,149.25,1.43,81.85,0.79,51.2889,-154.2394,-212.2929,58.0535,2.421,182.96,10326.38,10617.73,10035.04,0.0564,0.8889,22.7425,13550800,330080,1.2761,8461.11,10380.45,10386.6,10198.4,10030.0,1.6623,3.477,5.2144,10606.95,10004.55,10710.15,10004.55,-1.4673,5.482
01-11-2018,10441.7002,10441.90039,10341.90039,10380.4502,348500,-0.0592,Negative,100.0,0.97,55.1,0.53,45.3294,-187.3748,-226.8063,39.4315,-0.6945,179.61,10328.69,10627.83,10029.56,0.0579,0.5865,23.3489,13129600,330275,1.0552,8457.79,10386.6,10198.4,10250.85,10124.9,-0.0592,1.2643,2.524,10441.9,10004.55,10754.7,10004.55,-3.4799,3.7573
31-10-2018,10209.5498,10396.0,10105.09961,10386.59961,375000,1.8454,Positive,290.9,2.88,11.15,0.11,45.5137,-209.3735,-236.6642,27.2907,-1.872,185.74,10352.58,10730.4,9974.77,0.073,0.545,23.6881,13478100,332190,1.1289,8455.23,10198.4,10250.85,10030.0,10224.75,1.8454,3.5553,1.5829,10710.15,10004.55,10989.05,10004.55,-5.4823,3.8188
30-10-2018,10239.40039,10285.09961,10175.34961,10198.40039,289800,-0.5117,Negative,109.75,1.08,-11.45,-0.11,38.397,-235.0324,-243.4869,8.4545,-2.9879,177.65,10383.67,10857.63,9909.71,0.0913,0.3046,22.6716,13103100,332790,0.8708,8452.61,10250.85,10030.0,10124.9,10146.8,-0.5117,0.7259,0.5085,10710.15,10004.55,11035.65,10004.55,-7.5868,1.9376
29-10-2018,10078.09961,10275.2998,10020.34961,10250.84961,364400,2.2019,Positive,254.95,2.54,48.1,0.48,39.7403,-245.2019,-245.6005,0.3986,-2.1165,182.87,10420.27,10942.01,9898.53,0.1001,0.3376,22.6655,13392900,342205,1.0649,8450.66,10030.0,10124.9,10224.75,10245.25,2.2019,0.2553,0.0547,10710.15,10004.55,11035.65,10004.55,-7.1115,2.4619
26-10-2018,10122.34961,10128.84961,10004.5498,10030.0,364300,-0.9373,Negative,124.3,1.24,-2.55,-0.03,30.1917,-259.9555,-245.7001,-14.2554,-1.9996,177.33,10456.61,11025.2,9888.01,0.1088,0.1249,20.6307,13028500,344270,1.0582,8448.25,10124.9,10224.75,10146.8,10303.55,-0.9373,-1.1511,-2.6549,10710.15,10004.55,11089.45,10004.55,-9.5537,0.2544
25-10-2018,10135.0498,10166.59961,10079.2998,10124.90039,0,-0.9765,Negative,87.3,0.87,-89.7,-0.88,32.2295,-252.5189,-242.1363,-10.3826,-3.2046,181.41,10507.8,11097.5,9918.09,0.1122,0.1754,20.5954,13392800,343080,0.0,8446.02,10224.75,10146.8,10245.25,10453.05,-0.9765,-1.1747,-3.1393,10710.15,10079.3,11145.55,10079.3,-9.1575,0.4524
24-10-2018,10278.15039,10290.65039,10126.7002,10224.75,351400,0.7682,Positive,163.95,1.62,131.35,1.29,34.5048,-249.0165,-239.5406,-9.4759,-0.7407,184.17,10554.92,11165.0,9944.85,0.1156,0.2294,21.0303,13392800,363330,0.9672,8446.02,10146.8,10245.25,10303.55,10584.75,0.7682,-0.7648,-3.4011,10710.15,10102.35,11145.55,10102.35,-8.2616,1.2116
23-10-2018,10152.59961,10222.09961,10102.34961,10146.7998,302600,-0.9609,Negative,119.75,1.19,-92.65,-0.9,30.9722,-251.0908,-237.1717,-13.9191,-1.9448,185.73,10592.06,11207.6,9976.51,0.1162,0.1383,21.0341,13041400,345760,0.8752,8443.64,10245.25,10303.55,10453.05,10512.5,-0.9609,-2.9298,-3.4787,10710.15,10102.35,11170.15,10102.35,-9.1615,0.44
22-10-2018,10405.84961,10408.5498,10224.0,10245.25,297300,-0.5658,Negative,184.55,1.81,102.3,0.99,33.0636,-242.1492,-233.6919,-8.4573,-0.6902,189.02,10641.87,11266.41,10017.34,0.1174,0.1825,20.9938,13344000,366580,0.811,8441.66,10303.55,10453.05,10584.75,10472.5,-0.5658,-3.2074,-2.17,10710.15,10138.6,11346.8,10138.6,-9.708,1.0519
19-10-2018,10339.7002,10380.09961,10249.59961,10303.5498,357500,-1.4302,Negative,130.5,1.27,-113.35,-1.08,34.3387,-237.2384,-231.5776,-5.6608,-2.7898,189.36,10691.33,11338.64,10044.02,0.1211,0.2005,20.9911,13641300,364245,0.9815,8439.55,10453.05,10584.75,10512.5,10234.65,-1.4302,-1.9876,0.6732,10710.15,10138.6,11346.8,10138.6,-9.1942,1.6269
17-10-2018,10688.7002,10710.15039,10436.4502,10453.0498,284800,-1.2442,Negative,273.7,2.62,103.95,0.98,37.8107,-233.4557,-230.1624,-3.2933,-3.7317,188.28,10740.09,11409.77,10070.42,0.1247,0.2857,20.7316,13998800,358415,0.7946,8436.98,10584.75,10512.5,10472.5,10460.1,-1.2442,-0.1857,-0.0674,10754.7,10138.6,11411.45,10138.6,-8.3986,3.1015
16-10-2018,10550.15039,10604.90039,10525.2998,10584.75,265200,0.6873,Positive,79.6,0.76,37.65,0.36,41.22,-240.4537,-229.339,-11.1147,-3.8475,181.71,10786.33,11496.79,10075.87,0.1317,0.3581,20.7052,14283600,354245,0.7486,8434.68,10512.5,10472.5,10234.65,10301.05,0.6873,3.4207,2.7541,10989.05,10138.6,11464.95,10138.6,-7.6773,4.4005
15-10-2018,10524.2002,10526.2998,10410.15039,10512.5,259500,0.382,Positive,116.15,1.12,51.7,0.49,38.3901,-259.2976,-226.5604,-32.7372,-3.8237,188.58,10832.85,11603.71,10061.99,0.1423,0.2922,21.2175,14018400,354815,0.7314,8432.5,10472.5,10234.65,10460.1,10348.05,0.382,0.501,1.5892,11035.65,10138.6,11523.25,10138.6,-8.7714,3.6879
12-10-2018,10331.5498,10492.4502,10322.15039,10472.5,343500,2.324,Positive,170.3,1.65,96.9,0.95,36.8266,-272.2214,-218.3761,-53.8453,-4.6008,194.15,10875.72,11665.68,10085.76,0.1453,0.2448,21.4194,13758900,355250,0.9669,8430.46,10234.65,10460.1,10301.05,10316.45,2.324,1.6644,1.5126,11035.65,10138.6,11523.25,10138.6,-9.1185,3.2934
11-10-2018,10169.7998,10335.9502,10138.59961,10234.65039,483500,-2.1553,Negative,197.35,1.95,-290.3,-2.78,26.5319,-280.6845,-204.9147,-75.7698,-7.4106,189.26,10916.47,11703.1,10129.84,0.1441,0.0666,19.167,13415400,338075,1.4302,8427.81,10460.1,10301.05,10348.05,10599.25,-2.1553,-1.0959,-3.4399,11089.45,10138.6,11523.25,10138.6,-11.1826,0.9474
10-10-2018,10331.84961,10482.34961,10318.25,10460.09961,0,1.544,Positive,164.1,1.59,30.8,0.3,30.9745,-263.1863,-185.9723,-77.214,-5.4877,179.08,10976.64,11728.81,10224.48,0.137,0.1566,18.4258,13898900,328235,0.0,8424.43,10301.05,10348.05,10316.45,10858.25,1.544,1.3924,-3.6668,11145.55,10198.4,11573.0,10198.4,-9.6164,2.5661
09-10-2018,10390.2998,10397.59961,10279.34961,10301.0498,430500,-0.4542,Negative,118.25,1.15,42.25,0.41,22.4701,-259.979,-166.6688,-93.3102,-6.0757,178.91,11033.09,11791.16,10275.03,0.1374,0.0172,17.1933,13898900,343030,1.255,8424.43,10348.05,10316.45,10599.25,11008.3,-0.4542,-2.8134,-6.4247,11145.55,10198.4,11603.0,10198.4,-11.2208,1.0065
08-10-2018,10310.15039,10398.34961,10198.40039,10348.0498,456200,0.3063,Positive,199.95,1.96,-6.3,-0.06,23.2563,-235.9097,-143.3412,-92.5685,-7.1349,183.58,11094.89,11804.09,10385.69,0.1278,-0.0265,17.621,14329400,333900,1.3663,8421.26,10316.45,10599.25,10858.25,10930.45,0.3063,-4.6987,-5.3282,11170.15,10198.4,11603.0,10198.4,-10.8157,1.4674
05-10-2018,10514.09961,10540.65039,10261.90039,10316.4502,606400,-2.6681,Negative,278.75,2.72,-85.15,-0.8,21.5424,-206.5425,-120.1991,-86.3434,-8.1705,182.32,11151.33,11789.98,10512.69,0.1145,-0.1536,17.3625,13873200,323395,1.8751,8417.92,10599.25,10858.25,11008.3,10977.55,-2.6681,-6.2848,-6.0223,11346.8,10261.9,11603.0,10261.9,-11.0881,0.5316
04-10-2018,10754.7002,10754.7002,10547.25,10599.25,425100,-2.3853,Negative,207.45,1.97,-103.55,-0.95,26.4516,-162.8376,-98.6133,-64.2243,-6.0259,170.39,11211.52,11741.8,10681.25,0.0946,-0.0773,15.3913,14479600,305815,1.3901,8413.31,10858.25,11008.3,10930.45,11053.8,-2.3853,-3.0301,-4.1122,11346.8,10547.25,11603.0,10547.25,-8.6508,0.493
03-10-2018,10982.7002,10989.0498,10843.75,10858.25,386800,-1.3631,Negative,145.3,1.34,-25.6,-0.23,32.8102,-133.4798,-82.5572,-50.9226,-4.5659,159.58,11260.68,11734.02,10787.34,0.0841,0.0749,13.6336,14904700,296280,1.3055,8409.64,11008.3,10930.45,10977.55,11067.45,-1.3631,-1.0868,-1.8902,11411.45,10821.55,11751.8,10821.55,-7.6035,0.3391
01-10-2018,10930.90039,11035.65039,10821.5498,11008.2998,387000,0.7122,Positive,214.1,1.98,0.45,0.0,37.6834,-120.4381,-69.8266,-50.6115,-4.402,159.2,11301.79,11771.0,10832.59,0.083,0.1872,13.1602,15291500,294265,1.3151,8405.89,10930.45,10977.55,11053.8,10967.4,0.7122,-0.4116,0.3729,11464.95,10821.55,11751.8,10821.55,-6.3267,1.7257
28-09-2018,11008.09961,11034.09961,10850.2998,10930.4502,478100,-0.4291,Negative,183.8,1.69,30.55,0.28,32.8807,-117.318,-57.1737,-60.1443,-3.865,154.97,11335.22,11811.23,10859.21,0.084,0.0748,12.6375,14904500,290605,1.6452,8402.04,10977.55,11053.8,11067.45,11143.1,-0.4291,-1.2379,-1.9084,11523.25,10850.3,11751.8,10850.3,-6.9891,0.7387
27-09-2018,11079.7998,11089.4502,10953.34961,10977.5498,405700,-0.6898,Negative,136.1,1.24,26.0,0.24,34.3687,-103.7027,-42.1376,-61.5651,-2.746,152.76,11373.29,11835.31,10911.27,0.0812,0.0717,12.6349,15382600,279280,1.4527,8397.3,11053.8,11067.45,10967.4,11234.35,-0.6898,0.0925,-2.2858,11523.25,10866.45,11753.2,10866.45,-6.5995,1.0224
